ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Family_Size,Is_Parent,Customer_Tenure,Monetary,Frequency,Avg_Basket_Value,Premium_Wine_Ratio,Web_Purchase_Ratio,RFM_Spender_Level,Income_Level,R_Score,F_Score,M_Score,Total_RFM_Score,Segment
9940,1958,Bachelor,Partnered,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,56,1,1,553,1009,16,63.0625,0.3785926660059465,0.375,Medium Spender,Medium Income,1,3,3,7,Medium Income - Medium Spender
10735,1971,Bachelor,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,43,1,1,333,26,5,5.2,0.5384615384615384,0.4,Low Spender,Low Income,1,1,1,3,Low Income - Low Spender
9529,1990,Bachelor,Partnered,73687.0,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,24,0,0,213,1627,22,73.95454545454545,0.3435771358328211,0.13636363636363635,High Spender,Medium Income,4,4,4,12,Medium Income - High Spender
6439,1958,Bachelor,Partnered,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,56,1,1,681,1102,31,35.54838709677419,0.7159709618874773,0.3548387096774194,High Spender,Medium Income,3,4,4,11,Medium Income - High Spender
7411,1964,PhD,Partnered,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,50,2,1,24,17,6,2.8333333333333335,0.6470588235294118,0.16666666666666666,Low Spender,Low Income,3,1,1,5,Low Income - Low Spender
2176,1972,Bachelor,Partnered,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,42,1,1,405,1690,16,105.625,0.7207100591715976,0.3125,High Spender,High Income,3,3,4,10,High Income - High Spender
9265,1953,Bachelor,Partnered,75027.0,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,61,1,1,536,1390,21,66.19047619047619,0.6654676258992805,0.42857142857142855,Medium Spender,High Income,2,3,4,9,High Income - Medium Spender
8867,1988,PhD,Partnered,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,26,0,0,667,2126,20,106.3,0.4063969896519285,0.2,Medium Spender,Medium Income,1,3,4,8,Medium Income - Medium Spender
8932,1969,Master,Partnered,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,45,1,1,608,1531,25,61.24,0.6270411495754409,0.36,High Spender,Medium Income,2,4,4,10,Medium Income - High Spender
10236,1975,Master,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,39,1,1,286,64,7,9.142857142857142,0.25,0.2857142857142857,Low Spender,Low Income,2,1,1,4,Low Income - Low Spender
6340,1985,Bachelor,Single,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,29,1,1,245,26,6,4.333333333333333,0.11538461538461539,0.16666666666666666,Low Spender,Low Income,2,1,1,4,Low Income - Low Spender
10089,1974,Bachelor,Single,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,40,0,0,450,1112,29,38.3448275862069,0.1510791366906475,0.20689655172413793,High Spender,High Income,4,4,4,12,High Income - High Spender
2227,1958,Master,Partnered,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,56,0,0,645,210,11,19.09090909090909,0.21428571428571427,0.2727272727272727,Low Spender,Low Income,1,2,2,5,Low Income - Low Spender
10992,1967,Bachelor,Partnered,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,47,2,1,669,1148,26,44.15384615384615,0.5662020905923345,0.15384615384615385,Medium Spender,High Income,1,4,4,9,High Income - Medium Spender
5304,1974,PhD,Single,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,40,1,1,624,33,6,5.5,0.7272727272727273,0.16666666666666666,Low Spender,Low Income,3,1,1,5,Low Income - Low Spender
309,1961,PhD,Partnered,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,53,1,1,621,1101,19,57.94736842105263,0.8337874659400545,0.42105263157894735,High Spender,Medium Income,3,3,4,10,Medium Income - High Spender
3406,1964,Bachelor,Single,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,50,1,1,615,322,16,20.125,0.42857142857142855,0.1875,Low Spender,Medium Income,1,3,2,6,Medium Income - Low Spender
2661,1964,Bachelor,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,50,2,1,390,44,10,4.4,0.2727272727272727,0.2,Low Spender,Low Income,1,2,1,4,Low Income - Low Spender
3153,1957,PhD,Single,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,57,3,1,203,17,4,4.25,0.6470588235294118,0.25,Low Spender,Medium Income,4,1,1,6,Medium Income - Low Spender
10264,1979,Bachelor,Single,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,1,1,627,31,6,5.166666666666667,0.03225806451612903,0.16666666666666666,Low Spender,Low Income,2,1,1,4,Low Income - Low Spender
1184,1968,PhD,Single,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,46,2,1,403,845,25,33.8,0.6556213017751479,0.4,High Spender,Medium Income,3,4,3,10,Medium Income - High Spender
4200,1970,Master,Partnered,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,44,1,1,12,275,15,18.333333333333332,0.6072727272727273,0.26666666666666666,Low Spender,Medium Income,1,2,2,5,Medium Income - Low Spender
9396,1978,PhD,Partnered,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,36,1,1,583,25,4,6.25,0.36,0.25,Low Spender,Medium Income,3,1,1,5,Medium Income - Low Spender
2387,1952,Master,Partnered,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,62,2,1,511,275,17,16.176470588235293,0.6436363636363637,0.29411764705882354,Medium Spender,Medium Income,4,3,2,9,Medium Income - Medium Spender
6690,1966,Master,Partnered,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,48,2,1,472,90,11,8.181818181818182,0.4222222222222222,0.2727272727272727,Medium Spender,Medium Income,3,2,2,7,Medium Income - Medium Spender
1225,1963,Bachelor,Partnered,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,51,0,0,3,1495,19,78.6842105263158,0.3230769230769231,0.15789473684210525,High Spender,High Income,3,3,4,10,High Income - High Spender
9703,1970,PhD,Partnered,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,44,2,1,622,184,11,16.727272727272727,0.41847826086956524,0.2727272727272727,Low Spender,Medium Income,2,2,2,6,Medium Income - Low Spender
291,1970,Bachelor,Partnered,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,44,0,0,375,981,13,75.46153846153847,0.18552497451580022,0.23076923076923078,Medium Spender,Medium Income,4,2,3,9,Medium Income - Medium Spender
4557,1970,Bachelor,Partnered,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,44,1,1,268,67,8,8.375,0.14925373134328357,0.25,Medium Spender,Low Income,4,2,1,7,Low Income - Medium Spender
2379,1953,Bachelor,Single,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,61,0,0,645,1635,14,116.78571428571429,0.4758409785932722,0.21428571428571427,Medium Spender,Medium Income,3,2,4,9,Medium Income - Medium Spender
5726,1983,Master,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,31,1,1,101,60,10,6.0,0.26666666666666666,0.3,Medium Spender,Low Income,4,2,1,7,Low Income - Medium Spender
3066,1975,PhD,Partnered,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,39,1,1,145,231,12,19.25,0.7229437229437229,0.3333333333333333,Medium Spender,Medium Income,4,2,2,8,Medium Income - Medium Spender
6336,1960,Bachelor,Partnered,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,54,2,1,84,48,10,4.8,0.2708333333333333,0.2,Low Spender,Low Income,2,2,1,5,Low Income - Low Spender
10967,1963,Bachelor,Single,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,51,2,1,508,99,9,11.0,0.3333333333333333,0.2222222222222222,Medium Spender,Low Income,3,2,2,7,Low Income - Medium Spender
2304,1963,PhD,Partnered,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,51,1,1,286,770,23,33.47826086956522,0.8116883116883117,0.2608695652173913,Medium Spender,Medium Income,1,4,3,8,Medium Income - Medium Spender
3445,1956,Bachelor,Single,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,58,0,0,528,957,23,41.608695652173914,0.22570532915360503,0.30434782608695654,Medium Spender,Medium Income,2,4,3,9,Medium Income - Medium Spender
7828,1981,Master,Partnered,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,33,0,0,60,818,12,68.16666666666667,0.08312958435207823,0.25,Medium Spender,High Income,3,2,3,8,High Income - Medium Spender
3762,1986,PhD,Single,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,28,0,0,453,925,17,54.411764705882355,0.2118918918918919,0.17647058823529413,Medium Spender,Medium Income,3,3,3,9,Medium Income - Medium Spender
4391,1968,Master,Single,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,1,1,434,908,22,41.27272727272727,0.6993392070484582,0.4090909090909091,Medium Spender,Medium Income,2,4,3,9,Medium Income - Medium Spender
4669,1981,High School,Partnered,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,33,1,1,503,102,10,10.2,0.0392156862745098,0.3,Medium Spender,Low Income,3,2,2,7,Low Income - Medium Spender
10144,1976,Bachelor,Partnered,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,38,1,1,612,576,16,36.0,0.515625,0.5,Medium Spender,Medium Income,1,3,3,7,Medium Income - Medium Spender
8652,1946,Bachelor,Partnered,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,68,0,0,667,317,13,24.384615384615383,0.26498422712933756,0.3076923076923077,Medium Spender,Medium Income,4,2,2,8,Medium Income - Medium Spender
1672,1974,PhD,Partnered,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,40,1,1,120,461,15,30.733333333333334,0.44251626898047725,0.3333333333333333,Medium Spender,Medium Income,2,2,3,7,Medium Income - Medium Spender
8962,1975,Master,Partnered,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,39,2,1,73,37,7,5.285714285714286,0.7027027027027027,0.2857142857142857,Low Spender,Medium Income,4,1,1,6,Medium Income - Low Spender
9974,1974,Bachelor,Partnered,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,40,1,1,352,70,7,10.0,0.21428571428571427,0.42857142857142855,Low Spender,Low Income,1,1,2,4,Low Income - Low Spender
10983,1952,Bachelor,Partnered,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,62,0,0,516,930,23,40.43478260869565,0.32688172043010755,0.2608695652173913,High Spender,High Income,4,4,3,11,High Income - High Spender
8148,1956,Master,Partnered,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,58,2,1,537,859,33,26.03030303030303,0.3317811408614668,0.18181818181818182,Medium Spender,Medium Income,1,4,3,8,Medium Income - Medium Spender
10102,1966,Bachelor,Single,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,48,0,0,48,1478,22,67.18181818181819,0.2672530446549391,0.22727272727272727,High Spender,High Income,4,4,4,12,High Income - High Spender
4697,1949,Master,Single,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,65,0,0,381,390,16,24.375,0.6358974358974359,0.4375,Medium Spender,Medium Income,2,3,2,7,Medium Income - Medium Spender
9262,1984,Master,Partnered,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,30,0,0,360,52,5,10.4,0.38461538461538464,0.2,Low Spender,Low Income,4,1,1,6,Low Income - Low Spender
7254,1969,Bachelor,Partnered,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,45,1,1,184,137,10,13.7,0.2846715328467153,0.3,Low Spender,Medium Income,2,2,2,6,Medium Income - Low Spender
4543,1980,Bachelor,Partnered,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,34,0,0,606,1919,19,101.0,0.40489838457529964,0.10526315789473684,High Spender,High Income,3,3,4,10,High Income - High Spender
4927,1971,Bachelor,Partnered,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,43,2,1,165,68,9,7.555555555555555,0.11764705882352941,0.3333333333333333,Low Spender,Low Income,1,2,1,4,Low Income - Low Spender
10451,1965,Bachelor,Partnered,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,49,2,1,474,25,4,6.25,0.36,0.0,Low Spender,Low Income,4,1,1,6,Low Income - Low Spender
2926,1952,Master,Partnered,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,62,1,1,675,1374,23,59.73913043478261,0.9032023289665211,0.13043478260869565,High Spender,Medium Income,2,4,4,10,Medium Income - High Spender
2874,1988,Master,Single,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,26,1,1,479,32,5,6.4,0.1875,0.2,Low Spender,Medium Income,4,1,1,6,Medium Income - Low Spender
9738,1986,Master,Partnered,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,28,1,1,532,100,7,14.285714285714286,0.65,0.42857142857142855,Low Spender,Medium Income,3,1,2,6,Medium Income - Low Spender
7119,1982,Bachelor,Single,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,32,0,0,533,825,12,68.75,0.47878787878787876,0.16666666666666666,Medium Spender,Medium Income,3,2,3,8,Medium Income - Medium Spender
3924,1965,PhD,Single,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,49,1,1,104,916,28,32.714285714285715,0.8744541484716157,0.2857142857142857,High Spender,Medium Income,3,4,3,10,Medium Income - High Spender
5827,1958,Bachelor,Single,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,56,2,1,74,62,11,5.636363636363637,0.5806451612903226,0.2727272727272727,Low Spender,Medium Income,2,2,1,5,Medium Income - Low Spender
5596,1956,Master,Partnered,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,58,1,1,260,728,21,34.666666666666664,0.7046703296703297,0.42857142857142855,Medium Spender,Medium Income,3,3,3,9,Medium Income - Medium Spender
10812,1978,PhD,Partnered,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,36,1,1,120,90,7,12.857142857142858,0.4111111111111111,0.2857142857142857,Low Spender,Medium Income,1,1,2,4,Medium Income - Low Spender
1717,1988,Bachelor,Single,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,26,1,1,77,273,13,21.0,0.29304029304029305,0.38461538461538464,Medium Spender,Medium Income,3,2,2,7,Medium Income - Medium Spender
9491,1984,Bachelor,Partnered,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,30,1,1,184,66,10,6.6,0.21212121212121213,0.3,Low Spender,Low Income,2,2,1,5,Low Income - Low Spender
9274,1961,Master,Partnered,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,53,0,0,458,1213,23,52.73913043478261,0.43281121187139326,0.2608695652173913,High Spender,High Income,3,4,4,11,High Income - High Spender
6609,1966,Bachelor,Single,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,48,0,0,649,107,7,15.285714285714286,0.009345794392523364,0.42857142857142855,Low Spender,Low Income,2,1,2,5,Low Income - Low Spender
6963,1947,Bachelor,Single,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,67,0,0,116,1157,18,64.27777777777777,0.5834053586862575,0.1111111111111111,Medium Spender,High Income,1,3,4,8,High Income - Medium Spender
4440,1964,Master,Partnered,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,50,1,1,292,546,18,30.333333333333332,0.9322344322344323,0.4444444444444444,Medium Spender,Medium Income,1,3,3,7,Medium Income - Medium Spender
1379,1992,Master,Partnered,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,22,0,0,428,241,11,21.90909090909091,0.6390041493775933,0.36363636363636365,Medium Spender,Medium Income,4,2,2,8,Medium Income - Medium Spender
10032,1976,Bachelor,Single,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,38,1,1,162,53,11,4.818181818181818,0.05660377358490566,0.2727272727272727,Low Spender,Low Income,1,2,1,4,Low Income - Low Spender
2826,1967,Bachelor,Partnered,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,47,3,1,244,37,7,5.285714285714286,0.6756756756756757,0.2857142857142857,Low Spender,Low Income,3,1,1,5,Low Income - Low Spender
2437,1989,Bachelor,Partnered,51983.0,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,25,0,0,391,1611,24,67.125,0.5344506517690876,0.25,High Spender,Medium Income,2,4,4,10,Medium Income - High Spender
6320,1976,Master,Single,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,38,0,0,508,1508,23,65.56521739130434,0.5092838196286472,0.2608695652173913,High Spender,Medium Income,3,4,4,11,Medium Income - High Spender
3050,1966,Bachelor,Partnered,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,48,2,1,194,235,16,14.6875,0.7872340425531915,0.1875,Medium Spender,Medium Income,4,3,2,9,Medium Income - Medium Spender
231,1956,Master,Partnered,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,58,2,1,110,32,7,4.571428571428571,0.75,0.2857142857142857,Low Spender,Low Income,1,1,1,3,Low Income - Low Spender
2392,1972,Bachelor,Partnered,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,42,2,1,335,102,8,12.75,0.43137254901960786,0.375,Low Spender,Medium Income,2,2,2,6,Medium Income - Low Spender
9478,1985,Bachelor,Single,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,29,1,1,684,401,15,26.733333333333334,0.22693266832917705,0.26666666666666666,Medium Spender,Medium Income,3,2,3,8,Medium Income - Medium Spender
113,1951,Bachelor,Partnered,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,63,2,1,348,28,6,4.666666666666667,0.39285714285714285,0.16666666666666666,Low Spender,Low Income,3,1,1,5,Low Income - Low Spender
2863,1970,Bachelor,Single,51983.0,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,44,3,1,310,1052,21,50.095238095238095,0.7015209125475285,0.09523809523809523,Medium Spender,Medium Income,2,3,4,9,Medium Income - Medium Spender
1802,1971,Bachelor,Partnered,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,43,1,1,528,680,21,32.38095238095238,0.6058823529411764,0.14285714285714285,High Spender,Medium Income,4,3,3,10,Medium Income - High Spender
520,1974,Bachelor,Partnered,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,40,1,1,363,30,4,7.5,0.1,0.25,Low Spender,Low Income,1,1,1,3,Low Income - Low Spender
8275,1965,PhD,Single,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,49,2,1,140,20,4,5.0,0.8,0.25,Low Spender,Medium Income,4,1,1,6,Medium Income - Low Spender
9750,1961,PhD,Single,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,53,1,1,507,1307,23,56.82608695652174,0.5592960979342004,0.43478260869565216,High Spender,Medium Income,3,4,4,11,Medium Income - High Spender
2607,1953,Bachelor,Single,40464.0,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,61,1,1,534,630,24,26.25,0.6730158730158731,0.3333333333333333,Medium Spender,Medium Income,1,4,3,8,Medium Income - Medium Spender
7214,1957,Bachelor,Partnered,62187.0,0,0,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,57,0,0,359,1283,18,71.27777777777777,0.61730319563523,0.2222222222222222,High Spender,Medium Income,3,3,4,10,Medium Income - High Spender
5835,1976,PhD,Single,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,38,1,1,362,65,9,7.222222222222222,0.3230769230769231,0.2222222222222222,Low Spender,Low Income,3,2,1,6,Low Income - Low Spender
3896,1984,Bachelor,Partnered,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,30,1,1,234,37,5,7.4,0.5945945945945946,0.2,Low Spender,Low Income,4,1,1,6,Low Income - Low Spender
10350,1950,PhD,Partnered,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,64,3,1,416,38,5,7.6,0.868421052631579,0.2,Low Spender,Medium Income,3,1,1,5,Medium Income - Low Spender
7786,1986,PhD,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,28,1,1,501,160,12,13.333333333333334,0.425,0.25,Medium Spender,Low Income,4,2,2,8,Low Income - Medium Spender
2861,1983,Bachelor,Single,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,31,1,1,439,23,4,5.75,0.391304347826087,0.25,Low Spender,Low Income,1,1,1,3,Low Income - Low Spender
663,1989,PhD,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,25,0,0,291,71,6,11.833333333333334,0.5633802816901409,0.16666666666666666,Low Spender,Low Income,3,1,2,6,Low Income - Low Spender
10675,1956,PhD,Partnered,66334.0,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,58,1,1,452,1161,19,61.10526315789474,0.7829457364341085,0.47368421052631576,Medium Spender,Medium Income,1,3,4,8,Medium Income - Medium Spender
2521,1971,Master,Partnered,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,43,1,1,535,59,5,11.8,0.3898305084745763,0.2,Low Spender,Medium Income,4,1,1,6,Medium Income - Low Spender
9592,1983,Bachelor,Partnered,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,31,1,1,364,33,7,4.714285714285714,0.3333333333333333,0.2857142857142857,Low Spender,Low Income,2,1,1,4,Low Income - Low Spender
10151,1960,Bachelor,Single,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,54,2,1,655,946,22,43.0,0.33509513742071884,0.18181818181818182,High Spender,Medium Income,3,4,3,10,Medium Income - High Spender
7381,1968,Bachelor,Single,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,46,0,0,570,1442,22,65.54545454545455,0.5527045769764216,0.5,High Spender,High Income,4,4,4,12,High Income - High Spender
4099,1972,Bachelor,Partnered,30675.0,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,42,1,1,594,62,5,12.4,0.16129032258064516,0.2,Low Spender,Low Income,4,1,1,6,Low Income - Low Spender
9560,1965,Bachelor,Partnered,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,49,0,0,483,1674,22,76.0909090909091,0.5113500597371565,0.3181818181818182,High Spender,High Income,4,4,4,12,High Income - High Spender
10172,1988,Bachelor,Single,68655.0,0,0,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,26,0,0,688,1538,21,73.23809523809524,0.2964889466840052,0.19047619047619047,Medium Spender,Medium Income,1,3,4,8,Medium Income - Medium Spender
11191,1986,Bachelor,Single,41411.0,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,28,0,0,204,139,8,17.375,0.26618705035971224,0.25,Medium Spender,Medium Income,4,2,2,8,Medium Income - Medium Spender
9707,1969,PhD,Partnered,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,45,1,1,583,1182,20,59.1,0.9331641285956007,0.2,Medium Spender,Medium Income,2,3,4,9,Medium Income - Medium Spender
